"Pais","Sigla","Clima_Predominante","Municipio","Codigo ibge Municipio","tipo de solo predominante","semente_ideal_solo","ph_min_solo","ph_max_solo","Desc","Espaçamento Min (cm) entre mudas","Espaçamento Max (cm)","Tempo de Crescimento (dias)","Umidade Ideal (%)","Despesa","Lucro","qtdProduzidaPé","Estação","Valor entre 0 e 1"
"Brasil","AC","Equatorial","Plácido de Castro","1200387","Argissolo Vermelho-Amarelo Distrófico","Jaca","5.5","6.4","A semente de jaca (Artocarpus heterophyllus) é usada para cultivar árvores que produzem frutos grandes e com polpa suculenta. A jaca é apreciada por seu sabor doce e é consumida em diversas preparações culinárias.","300","400","6-8 meses","60-70","100","11.00","12","Verão","265"
"Brasil","AC","Equatorial","Feijó","1200305","Argissolo Vermelho-Amarelo ","Manga","5.5","6.4","A semente de manga (Mangifera indica) é usada para cultivar árvores que produzem frutos suculentos e doces em uma variedade de cores e sabores. As mangas são apreciadas em todo o mundo e podem ser consumidas frescas ou processadas.","300","400","5-10 anos","70-80","150","2.00","70","Primavera","266"
"Brasil","AC","Equatorial","Plácido de Castro","1200388","Argissolo Vermelho-Amarelo Distrófico","Tamarindo","5.5","6.4","A semente de tamarindo (Tamarindus indica) é usada para cultivar árvores que produzem vagens com polpa ácida e doce. O tamarindo é amplamente usado em culinária e também é transformado em pasta para uso culinário.","300","400","5-8 anos","60-80","120.00","0.90","200","Inverno","267"
"Brasil","AC","Equatorial","Epitaciolândia","1200256","Argissolo Vermelho-Amarelo ","Pimenta ","5.5","6.4","A semente de pimenta (Capsicum annuum) é usada para cultivar plantas que produzem frutos de diversas cores e sabores, desde suaves até picantes.","30","45","75-100","60-70","3.00","0.30","75","Verão","268"
"Brasil","AC","Equatorial","Feijó","1200306","Argissolo Vermelho-Amarelo ","Limão","5.5","6.4","Indisponivel","200","300","6-9 meses (para frutificação)","70-80","120.60","0.12","50","Verão","269"
"Brasil","AC","Equatorial","Plácido de Castro","1200389","Argissolo Vermelho-Amarelo Distrófico","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","270"
"Brasil","AC","Equatorial","Epitaciolândia","1200257","Argissolo Vermelho-Amarelo ","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","271"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200203","Argissolo Vermelho-Amarelo ","Goiaba","5.5","6.4","A semente de goiaba (Psidium guajava) é usada para cultivar árvores que produzem frutas aromáticas e repletas de vitamina C. As goiabas são consumidas frescas, em sucos e outros produtos.","300","400","3-4 anos","60-80","19.66","1.22","30","Outono","272"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200204","Argissolo Vermelho-Amarelo ","Lichia","5.5","6.4","A semente de lichia (Litchi chinensis) é usada para cultivar árvores que produzem frutos pequenos e suculentos. As lichias são consumidas frescas e são apreciadas por seu sabor doce e refrescante.","300","400","3-5 anos","60-70","70.00","0.39","174","Primavera","273"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200205","Argissolo Vermelho-Amarelo ","Rúcula","5.5","6.4","A semente de banana (Musa spp.) é usada para cultivar plantas tropicais que produzem cachos de frutos doces e ricos em potássio. As bananas são consumidas frescas e são uma importante fonte de energia.","250","350","9-12 meses","60-70","4.50","3.00","2","Outono","274"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200206","Argissolo Vermelho-Amarelo ","Alface","5.5","6.4","A semente de alface (Lactuca sativa) é usada para cultivar plantas de folhas verdes e crocantes. A alface é consumida fresca em saladas e é uma parte essencial de muitos pratos.","10","15","40-60","50-70","2.00","2.90","1","Primavera","275"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200207","Argissolo Vermelho-Amarelo ","Cupuaçu","5.5","6.4","A semente de cupaçu (Syzygium aromaticum) é usada para cultivar árvores que produzem botões florais conhecidos como cupula.","200","300","180-240","70-80","2.30","3.00","1","Primavera","276"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200208","Argissolo Vermelho-Amarelo ","Açai","5.5","6.4","A semente de açaí (Euterpe oleracea) é usada para cultivar palmeiras que produzem pequenos frutos escuros, conhecidos por suas propriedades antioxidantes. O açaí é frequentemente usado para fazer smoothies e tigelas de açaí. ","300","400","3-5 anos","70-80","120","0.60","200","Verão","277"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200209","Argissolo Vermelho-Amarelo ","Escarola","5.5","6.4","Indisponivel","15","20","40-50","50-60","12.00","0.39","48","Primavera","278"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200210","Argissolo Vermelho-Amarelo ","Jaca","5.5","6.4","A semente de jaca (Artocarpus heterophyllus) é usada para cultivar árvores que produzem frutos grandes e com polpa suculenta. A jaca é apreciada por seu sabor doce e é consumida em diversas preparações culinárias.","300","400","6-8 meses","60-70","100","11.00","12","Verão","279"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200212","Argissolo Vermelho-Amarelo ","Manga","5.5","6.4","A semente de manga (Mangifera indica) é usada para cultivar árvores que produzem frutos suculentos e doces em uma variedade de cores e sabores. As mangas são apreciadas em todo o mundo e podem ser consumidas frescas ou processadas.","300","400","5-10 anos","70-80","150","2.00","70","Primavera","280"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200213","Argissolo Vermelho-Amarelo ","Tamarindo","5.5","6.4","A semente de tamarindo (Tamarindus indica) é usada para cultivar árvores que produzem vagens com polpa ácida e doce. O tamarindo é amplamente usado em culinária e também é transformado em pasta para uso culinário.","300","400","5-8 anos","60-80","120.00","0.90","200","Inverno","281"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200214","Argissolo Vermelho-Amarelo ","Pimenta ","5.5","6.4","A semente de pimenta (Capsicum annuum) é usada para cultivar plantas que produzem frutos de diversas cores e sabores, desde suaves até picantes.","30","45","75-100","60-70","3.00","0.30","75","Verão","282"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200215","Argissolo Vermelho-Amarelo ","Limão","5.5","6.4","Indisponivel","200","300","6-9 meses (para frutificação)","70-80","120.60","0.12","50","Verão","283"
"Brasil","AC","Equatorial","Cruzeiro do Sul","1200216","Argissolo Vermelho-Amarelo ","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","284"
"Brasil","AC","Equatorial","Assis Brasil","1200054","Argissolo Vermelho-Amarelo Distrófico","Goiaba","5.5","6.4","A semente de goiaba (Psidium guajava) é usada para cultivar árvores que produzem frutas aromáticas e repletas de vitamina C. As goiabas são consumidas frescas, em sucos e outros produtos.","300","400","3-4 anos","60-80","19.66","1.22","30","Outono","285"
"Brasil","AC","Equatorial","Assis Brasil","1200055","Argissolo Vermelho-Amarelo Distrófico","Lichia","5.5","6.4","A semente de lichia (Litchi chinensis) é usada para cultivar árvores que produzem frutos pequenos e suculentos. As lichias são consumidas frescas e são apreciadas por seu sabor doce e refrescante.","300","400","3-5 anos","60-70","70.00","0.39","175","Primavera","286"
"Brasil","AC","Equatorial","Assis Brasil","1200056","Argissolo Vermelho-Amarelo Distrófico","Rúcula","5.5","6.4","A semente de banana (Musa spp.) é usada para cultivar plantas tropicais que produzem cachos de frutos doces e ricos em potássio. As bananas são consumidas frescas e são uma importante fonte de energia.","250","350","9-12 meses","60-70","4.50","3.00","2","Outono","287"
"Brasil","AC","Equatorial","Assis Brasil","1200057","Argissolo Vermelho-Amarelo Distrófico","Alface","5.5","6.4","A semente de alface (Lactuca sativa) é usada para cultivar plantas de folhas verdes e crocantes. A alface é consumida fresca em saladas e é uma parte essencial de muitos pratos.","10","15","40-60","50-70","2.00","2.90","1","Primavera","288"
"Brasil","AC","Equatorial","Assis Brasil","1200058","Argissolo Vermelho-Amarelo Distrófico","Cupuaçu","5.5","6.4","A semente de cupaçu (Syzygium aromaticum) é usada para cultivar árvores que produzem botões florais conhecidos como cupula.","200","300","180-240","70-80","2.30","3.00","1","Primavera","289"
"Brasil","AC","Equatorial","Assis Brasil","1200059","Argissolo Vermelho-Amarelo Distrófico","Açai","5.5","6.4","A semente de açaí (Euterpe oleracea) é usada para cultivar palmeiras que produzem pequenos frutos escuros, conhecidos por suas propriedades antioxidantes. O açaí é frequentemente usado para fazer smoothies e tigelas de açaí. ","300","400","3-5 anos","70-80","120","0.60","200","Verão","290"
"Brasil","AC","Equatorial","Assis Brasil","1200060","Argissolo Vermelho-Amarelo Distrófico","Escarola","5.5","6.4","Indisponivel","15","20","40-50","50-60","12.00","0.39","48","Primavera","291"
"Brasil","AC","Equatorial","Assis Brasil","1200061","Argissolo Vermelho-Amarelo Distrófico","Jaca","5.5","6.4","A semente de jaca (Artocarpus heterophyllus) é usada para cultivar árvores que produzem frutos grandes e com polpa suculenta. A jaca é apreciada por seu sabor doce e é consumida em diversas preparações culinárias.","300","400","6-8 meses","60-70","100","11.00","12","Verão","292"
"Brasil","AC","Equatorial","Assis Brasil","1200063","Argissolo Vermelho-Amarelo Distrófico","Manga","5.5","6.4","A semente de manga (Mangifera indica) é usada para cultivar árvores que produzem frutos suculentos e doces em uma variedade de cores e sabores. As mangas são apreciadas em todo o mundo e podem ser consumidas frescas ou processadas.","300","400","5-10 anos","70-80","150","2.00","70","Primavera","293"
"Brasil","AC","Equatorial","Assis Brasil","1200064","Argissolo Vermelho-Amarelo Distrófico","Tamarindo","5.5","6.4","A semente de tamarindo (Tamarindus indica) é usada para cultivar árvores que produzem vagens com polpa ácida e doce. O tamarindo é amplamente usado em culinária e também é transformado em pasta para uso culinário.","300","400","5-8 anos","60-80","120.00","0.90","200","Inverno","294"
"Brasil","AC","Equatorial","Assis Brasil","1200065","Argissolo Vermelho-Amarelo Distrófico","Pimenta ","5.5","6.4","A semente de pimenta (Capsicum annuum) é usada para cultivar plantas que produzem frutos de diversas cores e sabores, desde suaves até picantes.","30","45","75-100","60-70","3.00","0.30","75","Verão","295"
"Brasil","AC","Equatorial","Assis Brasil","1200066","Argissolo Vermelho-Amarelo Distrófico","Limão","5.5","6.4","Indisponivel","200","300","6-9 meses (para frutificação)","70-80","120.60","0.12","50","Verão","296"
"Brasil","AC","Equatorial","Assis Brasil","1200067","Argissolo Vermelho-Amarelo Distrófico","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","297"
